# "LGMD WTA"=CB1484055328CB1483972485L-3491-1483630309-919331471
# "Hue"=L-3415-1482226533-719885386
# "LGMD WTA"=CB1484055328CB1483972485L-3491-1483630309-919331471
# "Hue"=L-3415-1482226533-719885386
# "LGMD WTA"=CB1484055328CB1483972485L-3491-1483630309-919331471
# "Hue"=L-3415-1482226533-719885386
# "LGMD WTA"=CB1484055328CB1483972485L-3491-1483630309-919331471
# "Hue"=L-3415-1482226533-719885386
cycle;CB1484055328CB1483972485L-3491-1483630309-919331471_act_RangeAverage;L-3415-1482226533-719885386_act_RangeAverage;CB1484055328CB1483972485L-3491-1483630309-919331471_excIn_RangeAverage;L-3415-1482226533-719885386_excIn_RangeAverage;CB1484055328CB1483972485L-3491-1483630309-919331471_inhIn_RangeAverage;L-3415-1482226533-719885386_inhIn_RangeAverage;CB1484055328CB1483972485L-3491-1483630309-919331471_vm_RangeAverage;L-3415-1482226533-719885386_vm_RangeAverage;
0;0;0;0;0;0;0;0;0;
1;0;0.988422;0;0.992539;0;0;0;0.992539;
2;0;0.988422;0;0.992539;0;0;0;0.992539;
3;0;0.988422;0;0.992539;0;0;0;0.992539;
4;0;0.988422;0;0.992539;0;0;0;0.992539;
5;0;0.988422;0;0.992539;0;0;0;0.992539;
6;0;0.988422;0;0.992539;0;0;0;0.992539;
7;0;0.987873;0;0.991912;0;0;0;0.991912;
8;0;0.987873;0;0.991912;0;0;0;0.991912;
9;0;0.987873;0;0.991912;0;0;0;0.991912;
10;0;0.987873;0;0.991912;0;0;0;0.991912;
11;0;0.987873;0;0.991912;0;0;0;0.991912;
12;0;0.987873;0;0.991912;0;0;0;0.991912;
13;0;0.987873;0;0.991912;0;0;0;0.991912;
14;0;0.987873;0;0.991912;0;0;0;0.991912;
15;0;0.987314;0;0.991265;0;0;0;0.991265;
16;0;0.987314;0;0.991265;0;0;0;0.991265;
17;0;0.987314;0;0.991265;0;0;0;0.991265;
18;0;0.987314;0;0.991265;0;0;0;0.991265;
19;0;0.987314;0;0.991265;0;0;0;0.991265;
20;0;0.987314;0;0.991265;0;0;0;0.991265;
21;0;0.987314;0;0.991265;0;0;0;0.991265;
22;0;0.986725;0;0.990657;0;0;0;0.990657;
23;0;0.986725;0;0.990657;0;0;0;0.990657;
24;0;0.986725;0;0.990657;0;0;0;0.990657;
25;0;0.986725;0;0.990657;0;0;0;0.990657;
26;0;0.986725;0;0.990657;0;0;0;0.990657;
27;0;0.986725;0;0.990657;0;0;0;0.990657;
28;0;0.986049;0;0.989961;0;0;0;0.989961;
29;0;0.986049;0;0.989961;0;0;0;0.989961;
30;0;0.986049;0;0.989961;0;0;0;0.989961;
31;0;0.986049;0;0.989961;0;0;0;0.989961;
32;0;0.986049;0;0.989961;0;0;0;0.989961;
33;0;0.986049;0;0.989961;0;0;0;0.989961;
34;0;0.985324;0;0.989275;0;0;0;0.989275;
35;0;0.985324;0;0.989275;0;0;0;0.989275;
36;0;0.985324;0;0.989275;0;0;0;0.989275;
37;0;0.985324;0;0.989275;0;0;0;0.989275;
38;0;0.985324;0;0.989275;0;0;0;0.989275;
39;0;0.984618;0;0.988539;0;0;0;0.988539;
40;0;0.984618;0;0.988539;0;0;0;0.988539;
41;0;0.984618;0;0.988539;0;0;0;0.988539;
42;0;0.984618;0;0.988539;0;0;0;0.988539;
43;0;0.984618;0;0.988539;0;0;0;0.988539;
44;0;0.984618;0;0.988539;0;0;0;0.988539;
45;0;0.983863;0;0.987784;0;0;0;0.987784;
46;0;0.983863;0;0.987784;0;0;0;0.987784;
47;0;0.983863;0;0.987784;0;0;0;0.987784;
48;0;0.983863;0;0.987784;0;0;0;0.987784;
49;0;0.983863;0;0.987784;0;0;0;0.987784;
