# "LGMD WTA"=CB1484055328CB1483972485L-3491-1483630309-919331471
# "Hue"=L-3415-1482226533-719885386
# "LGMD WTA"=CB1484055328CB1483972485L-3491-1483630309-919331471
# "Hue"=L-3415-1482226533-719885386
# "LGMD WTA"=CB1484055328CB1483972485L-3491-1483630309-919331471
# "Hue"=L-3415-1482226533-719885386
# "LGMD WTA"=CB1484055328CB1483972485L-3491-1483630309-919331471
# "Hue"=L-3415-1482226533-719885386
cycle;CB1484055328CB1483972485L-3491-1483630309-919331471_act_RangeAverage;L-3415-1482226533-719885386_act_RangeAverage;CB1484055328CB1483972485L-3491-1483630309-919331471_excIn_RangeAverage;L-3415-1482226533-719885386_excIn_RangeAverage;CB1484055328CB1483972485L-3491-1483630309-919331471_inhIn_RangeAverage;L-3415-1482226533-719885386_inhIn_RangeAverage;CB1484055328CB1483972485L-3491-1483630309-919331471_vm_RangeAverage;L-3415-1482226533-719885386_vm_RangeAverage;
0;0;0;0;0;0;0;0;0;
1;0;0.944255;0;0.948843;0;0;0;0.948843;
2;0;0.936814;0;0.946833;0;0;0;0.946833;
3;0;0.935069;0;0.942716;0;0;0;0.942716;
4;0;0.934088;0;0.940647;0;0;0;0.940647;
5;0;0.931775;0;0.936118;0;0;0;0.936118;
6;0;0.93048;0;0.933765;0;0;0;0.933765;
7;0;0.919118;0.03375;0.928912;0.09;0;-0.05625;0.928912;
8;0;0.917745;0;0.924157;0;0;0;0.924157;
9;0;0.914922;0;0.91898;0;0;0;0.91898;
10;0;0.911647;0;0.913922;0;0;0;0.913922;
11;0;0.907725;0;0.908853;0;0;0;0.908853;
12;0;0.903176;0.045;0.903529;0.12;0;-0.075;0.903529;
13;0;0.883059;0;0.89502;0;0;0;0.89502;
14;0;0.876686;0;0.886304;0;0;0;0.886304;
15;0;0.867618;0;0.880206;0;0;0;0.880206;
16;0;0.865029;0;0.870941;0;0;0;0.870941;
17;0;0.856373;0;0.857892;0;0;0;0.857892;
18;0;0.8395;0.05625;0.847843;0.12;0;-0.06375;0.847843;
19;0;0.821176;0.07875;0.833892;0.14;0;-0.06125;0.833892;
20;0;0.804167;0.07875;0.819314;0.1625;0;-0.08375;0.819314;
21;0;0.791804;0;0.800029;0;0;0;0.800029;
22;0;0.770961;0;0.779804;0;0;0;0.779804;
23;0;0.743559;0.09;0.754167;0.21;0;-0.12;0.754167;
24;0;0.712529;0.0675;0.727265;0.0875;0;-0.02;0.727265;
25;0;0.689735;0.09;0.69849;0.09;0;0;0.69849;
26;0;0.637559;0.045;0.657588;0.09;0;-0.045;0.657588;
27;0;0.602363;0.135;0.614922;0.21;0;-0.075;0.614922;
28;0.0175;0.551167;0.07875;0.563951;0.075;0;0.00375;0.563951;
29;0.04;0.474647;0.18;0.497853;0.22;0;-0.04;0.497853;
30;0;0.410029;0.135;0.426;0.26;0;-0.125;0.426;
31;0.0175;0.311412;0.19125;0.328157;0.3;0;-0.10875;0.328157;
32;0.045;0.194667;0.135;0.215598;0.12;0;0.015;0.215598;
33;0;0.113451;0.16875;0.128922;0.325;0;-0.15625;0.128922;
34;0;0.0543039;0.27;0.0595;0.33;0;-0.06;0.0595;
35;0;0.00984314;0.2475;0.0177647;0.42;0;-0.1725;0.0177647;
36;0;0;0.225;0.000215686;0.33;0;-0.105;0.000215686;
37;0;0;0.1575;0;0.4025;0;-0.245;0;
38;0;0;0.14625;0;0.345;0;-0.19875;0;
39;0;0;0.135;0;0.37;0;-0.235;0;
40;0;0.94952;0.045;0.950765;0.18;0;-0.135;0.950765;
41;0;0.944255;0;0.948843;0;0;0;0.948843;
42;0;0.936814;0;0.946833;0;0;0;0.946833;
43;0;0.935069;0;0.942716;0;0;0;0.942716;
44;0;0.934088;0;0.940647;0;0;0;0.940647;
45;0;0.931775;0;0.936118;0;0;0;0.936118;
46;0;0.93048;0.039375;0.933765;0.1175;0;-0.078125;0.933765;
47;0;0.919118;0.03375;0.928912;0.09;0;-0.05625;0.928912;
